district_code,county_code,sub_county_code,sub_county_name
50,243,3,POROGALI
50,243,4,PAIULA
50,243,5,PAJULE
50,243,6,LAGUTI
50,243,7,AJAN
50,243,8,BONGTIKO
50,243,9,LAPUL
50,243,10,ANGAGURA
50,243,11,LATANYA
50,243,12,"ATANGA TOWN COUNCIL"
50,243,13,"PAJULE TOWN COUNCIL"
51,128,1,BUHUGU
51,128,2,BUMASIFWA
51,128,3,BUSULANI
51,128,4,BUTANDIGA
51,128,5,ZESUI
51,128,6,BUGITIMWA
51,128,7,BUKYABO
51,128,8,MASABA
51,128,9,"BUDADIRI TOWN COUNCIL"
51,128,10,BUKIISE
51,128,11,BUKYAMBI
51,128,12,BUMALIMBA
51,128,13,BUSIITA
51,128,14,LEGENYA
51,128,15,BUMULISHA
51,128,16,ELGON
51,128,17,KIKOBERO
51,128,18,NAMAGULI
51,129,1,BUWALASI
51,129,2,BUYOBO
51,129,3,BUTEZA
51,129,4,BUKHULO
51,129,5,"SIRONKO TOWN COUNCIL"
51,129,6,BUKIYI
51,129,7,BUNYAFWA
51,129,8,BUWASA
51,129,9,NALUSALA
51,129,10,MAFUDU
51,129,11,LULENA
51,129,12,BUBBEZA
51,129,13,BUSAMAGA
51,129,14,DAHAMI
51,129,15,BUGAMBI
51,129,16,NAMUGABWE
52,154,1,"KYENGERA TOWN COUNCIL"
52,154,2,WAKISO
52,154,3,"WAKISO TOWN COUNCIL"
52,154,4,MENDE
52,155,1,KAKIRI
52,155,2,MASULIITA
52,155,3,NAMAYUMBA
52,155,4,"KAKIRI TOWN COUNCIL"
52,155,5,"NAMAYUMBA TOWN COUNCIL"
52,155,6,"MASULIITA TOWN COUNCIL"
52,156,1,"KASANJE TOWN COUNCIL"
52,156,2,"KATABI TOWN COUNCIL"
52,156,3,"KAJJANSI TOWN COUNCIL"
52,156,4,BUSSI
52,159,2,"KASANGATI TOWN COUNCIL"
52,160,1,"GOMBE DIVISION"
52,160,2,"BUSUKUMA DIVISION"
52,160,3,"NABWERU DIVISION"
52,160,4,"NANSANA DIVISION"
52,161,1,"MASAJJA DIVISION"
52,161,2,"BUNAMWAYA DIVISION"
52,161,3,"NDEJJE DIVISION"
52,164,1,"DIVISION A"
52,164,2,"DIVISION B"
52,284,1,"KIRA DIVISION"
52,284,2,"BWEYOGERERE DIVISION"
52,284,3,"NAMUGONGO DIVISION"
53,6,1,LORI
53,6,2,BIJO
53,6,3,KURU
53,6,4,ARIA
53,6,5,ROMOGI
53,6,7,"YUMBE TOWN COUNCIL"
53,6,8,APO
53,6,9,KULULU
53,6,13,KOCHI
53,6,14,"KURU TOWN COUNCIL"
53,241,1,"MIDIGO TOWN COUNCIL"
53,241,2,KEI
53,241,3,ARILO
53,241,4,WANDI
53,241,6,MIDIGO
53,241,12,KERWA
53,242,1,DRAJINI/ARAJIM
53,242,2,"LODONGA TOWN COUNCIL"
53,242,3,"ODRAVU WEST"
53,242,4,ODRAVU
53,242,5,ARAFA
53,242,10,LODONGA
53,242,11,ARIWA
54,200,1,ALWA
54,200,2,KABERAMAIDO
54,200,3,KOBULUBULU
54,200,4,OCHERO
54,200,5,"KABERAMAIDO TOWN COUNCIL"
54,200,6,APERIKIRA
54,200,7,"OCHERO TOWN COUNCIL"
54,200,8,OKILE
54,200,9,ORIAMO
55,195,1,KAMBUGA
55,195,2,KIRIMA
55,195,3,RUGYEYO
55,195,4,RUTENGA
55,195,5,"KANUNGU TOWN COUNCIL"
55,195,6,KATETE
55,195,7,KINAABA
55,195,8,"KAMBUGA TOWN COUNCIL"
55,196,1,KANYANTOROGO
55,196,2,KAYONZA
55,196,3,KIHIIHI
55,196,4,NYAMIRAMA
55,196,5,MPUNGU
55,196,6,"KIHIIHI TOWN COUNCIL"
55,196,7,NYAKINONI
55,196,8,NYANGA
55,196,9,"BUTOGOTA TOWN COUNCIL"
55,196,10,KYESHERO
56,146,1,KAKOMONGOLE
56,146,2,MORUITA
56,146,3,"NAKAPIRIPIRIT TOWN COUNCIL"
56,146,4,NAMALU
56,146,5,LOREGAE
56,146,6,KAAWACH
56,146,7,LORENG
56,146,8,LEMUSUI
57,102,1,NAMASALE
57,102,2,MUNTU
57,102,3,APUTI
57,102,4,AWELLO
57,102,5,"AMOLATAR TOWN COUNCIL"
57,102,6,AGIKDAK
57,102,7,AGWINGIRI
57,102,8,AKWON
57,102,9,ARWOTCEK
57,102,10,ETAM
57,102,11,"NAMASALE TOWN COUNCIL"
57,102,12,"ETAM TOWN COUNCIL"
57,102,13,ABEJA
57,102,14,ACII
57,102,15,NALUBWOYO
57,102,16,OPALI
58,199,1,ABARILELA
58,199,2,ASAMUK
58,199,3,KUJU
58,199,4,ABIA
58,199,5,WERA
58,199,6,AMOLO
58,199,7,"AMURIA TOWN COUNCIL"
58,199,9,APEDURU
58,199,11,WILLA
58,276,1,OGONGORA
58,276,2,OLWA
58,276,4,ORUNGO
58,276,6,MORUNGATUNY
58,276,8,AKERIAU
58,276,10,OGOLAI
59,74,1,BUKWA
59,74,2,CHESOWER
59,74,3,KABEI
59,74,4,SUAM
59,74,5,"BUKWO TOWN COUNCIL"
59,74,6,CHEPKWASTA
59,74,7,KAMET
59,74,8,KAPTERERWO
59,74,9,KORTEK
59,74,10,RIWO
59,74,11,SENENDET
59,74,12,TULEL
59,74,13,KAPSARUR
59,74,14,AMANANG
59,74,15,MUTUSHET
59,74,16,LWONGON
59,74,17,BRIM
59,74,18,KAPKOROS
60,208,1,"NABIGANDA TOWN COUNCIL"
60,208,4,BUTALEJA
60,208,5,KACHONGA
60,208,6,MAZIMASA
60,208,8,"BUTALEJA TOWN COUNCIL"
60,208,10,"BUFUJJA-KACHONGA TOWN COUNCIL"
60,208,11,HIMUTU
60,208,12,NAWEYO
60,236,1,BUDUMBA
60,236,2,BUSABA
60,236,3,BUSOLWE
60,236,4,"BUSABA TOWN COUNCIL"
60,236,7,NAWANJOFU
60,236,9,"BUSOLWE TOWN COUNCIL"
60,236,10,BUSABI
61,136,2,ISHONGORORO
61,136,3,NYAMAREBE
61,136,4,"ISHONGORORO TOWN COUNCIL"
61,136,6,KIJONGO
61,136,7,"RUSHANGO TOWN COUNCIL"
61,136,8,"RWENKOBWA TOWN COUNCIL"
61,137,2,KICUZI
61,137,3,KIKYENKYE
61,137,4,NYABUHIKYE
61,137,5,RUKIRI
61,137,6,KEIHANGARA
61,137,8,"IGORORA TOWN COUNCIL"
61,293,1,"BISHESHE DIVISION"
61,293,2,"BUFUNDA DIVISION"
61,293,3,"KAGONGO DIVISION"
62,135,1,ENDINZI
62,135,2,KASHUMBA
62,135,3,NGARAMA
62,135,4,RUGAAGA
62,135,5,MBAARE
62,135,6,RUSHASHA
62,135,7,KAKAMBA
62,135,8,"ENDIINZI TOWN COUNCIL"
62,135,9,"BUGANGO TOWN COUNCIL"
62,135,10,RWANJOGYERA
62,138,1,BIRERE
62,138,2,KABINGO
62,138,3,MASHA
62,138,4,"ISINGIRO TOWN COUNCIL"
62,138,5,NYAMUYANJA
62,138,6,"KABEREBERE TOWN COUNCIL"
62,138,7,KAGARAMA
62,138,8,RWETANGO
62,139,1,KABUYANDA
62,139,2,KIKAGATE
62,139,3,NYAKITUNDA
62,139,4,RUBOROGOTA
62,139,5,"KABUYANDA TOWN COUNCIL"
62,139,6,"RUHIIRA TOWN COUNCIL"
62,139,7,"KAMUBEIZI TOWN COUNCIL"
62,139,8,"KIKAGATE TOWN COUNCIL"
62,139,9,NTUNGU
62,139,10,KAMUBEIZI
62,139,11,RUYANGA
63,93,1,"KAABONG EAST"
63,93,2,"KAABONG TOWN COUNCIL"
63,93,3,KALAPATA
63,93,4,KAKAMAR
63,93,5,KATHILE
63,93,6,LOLELIA
63,93,7,LOYORO
63,93,8,"KATHILE SOUTH"
63,93,9,"SIDOK (KOPOTH)"
63,93,10,"KAABONG WEST"
63,93,11,LOBONGIA
63,93,12,LOTIM
63,93,14,LODIKO
63,93,15,"LOLELIA SOUTH"
63,255,9,MORUNGOLE
63,255,10,TIMU
63,255,11,KAMION
64,72,1,BUMANYA
64,72,2,GADUMIRE
64,72,3,NAMUGONGO
64,72,4,NAMWIWA
64,72,5,"BULUMBA TOWN COUNCIL"
64,72,6,"KALIRO TOWN COUNCIL"
64,72,7,BUYINDA
64,72,8,KASOKWE
64,72,9,KISINDA
64,72,10,"NAMWIWA TOWN COUNCIL"
64,72,12,BUDOMERO
64,247,1,BUKAMBA
64,247,2,NANSOLOLO
64,247,3,"NAWAIKOKE TOWN COUNCIL"
64,247,5,NAWAIKOKE
65,142,1,KANYARYERU
65,142,3,KENSHUNGA
65,142,4,KIKATSI
65,142,5,KINONI
65,142,6,NYAKASHASHARA
65,142,7,SANGA
65,142,8,"KIRUHURA TOWN COUNCIL"
65,142,9,RWENSHANDE
65,142,10,"SANGA TOWN COUNCIL"
65,142,11,"RUSHERE TOWN COUNCIL"
65,142,12,AKAYANJA
65,142,13,RWETAMU
65,260,2,KASHONGI
65,260,9,KITURA
66,8,2,LOBULE
66,8,4,MIDIA
66,8,5,KULUBA
66,8,7,DRANYA
66,266,3,LUDARA
66,266,6,ABUKU
66,287,1,"NORTH DIVISION"
66,287,2,"SOUTH DIVISION"
66,287,3,"WESTERN DIVISION"
67,126,1,BUGOBERO
67,126,2,BUTIRU
67,126,3,BUWAGOGO
67,126,4,KAATO
67,126,5,SIBANGA
67,126,6,"MANAFWA TOWN COUNCIL"
67,126,7,BUKUSU
67,126,8,BUNABWANA
67,126,9,BUSUKUYA
67,126,10,BUTTA
67,126,11,KHABUTOOLA
67,126,12,SISUNI
67,126,13,NALONDO
67,126,14,WESWA
67,126,15,BUKHOFU
67,126,16,MAEFE
67,126,17,BUNABUTSALE
67,126,18,MAKENYA
67,126,19,BUKHADALA
67,126,20,"BUYINZA TOWN COUNCIL"
67,126,21,"BUWANGANI TOWN COUNCIL"
67,126,22,"BUTIRU  TOWN COUNCIL"
67,126,23,LWANJUSI
67,126,24,NANGALWE
67,126,25,BUTOOTO
67,126,26,BUKEWA
67,126,27,BUKOMA
67,126,28,MAYANZA
67,126,29,KIMALULI
68,165,1,BUTAYUNJA
68,165,2,KAKINDU
68,165,3,MAANYI
68,165,4,MALANGALA
68,165,5,BBANDA
68,165,6,"BBANDA TOWN COUNCIL"
68,165,7,"ZIGOTI TOWN COUNCIL"
68,169,1,BULERA
68,169,2,KIKANDWA
68,169,3,KALANGAALO
68,170,3,SSEKANYONYI
68,170,4,NAMUNGO
68,170,5,"SSEKANYONYI TOWN COUNCIL"
68,170,10,"BUSUNJU TOWN COUNCIL"
68,289,1,"BUSIMBI DIVISION"
68,289,2,"CENTRAL DIVISION"
68,289,3,"TTAMU DIVISION"
69,109,1,KAASANGOMBE
69,109,2,KAPEEKA
69,109,4,NAKASEKE
69,109,6,SEMUTO
69,109,10,"NAKASEKE TOWN COUNCIL"
69,109,11,"SEMUTO TOWN COUNCIL"
69,223,3,KIKAMULO
69,223,5,NGOMA
69,223,7,WAKYATO
69,223,8,KINYOGOGA
69,223,9,"NAKASEKE BUTALANGU TOWN COUNCI"
69,223,12,"KIWOKO TOWN COUNCIL"
69,223,13,"NGOMA TOWN COUNCIL"
69,223,14,KINONI
69,223,15,KITTO
70,95,1,ABIM
70,95,2,ALEREK
70,95,3,LOTUKEI
70,95,4,MORULEM
70,95,5,NYAKWAE
70,95,6,"ABIM TOWN COUNCIL"
70,95,7,AWACH
70,95,8,MAGAMAGA
70,95,9,"KIRU TOWN COUNCIL"
70,95,10,CAMKOK
70,95,11,OPOPONGO
70,95,12,ATUNGA
71,24,1,AMURU
71,24,2,LAKANG
71,24,3,LAMOGI
71,24,4,LAYIMA
71,24,5,"AMURU TOWN COUNCIL"
71,24,6,"GURU GURU"
71,265,1,"ELEGU TOWN COUNCIL"
71,265,2,ATIAK
71,265,3,"ATIAK TOWN COUNCIL"
71,265,4,PABBO
71,265,5,"PABBO TOWN COUNCIL"
71,265,6,OPARA
71,265,7,POGO
72,187,1,BUDAKA
72,187,2,KABUNA
72,187,3,KADERUNA
72,187,4,TADEMERI
72,187,5,LYAMA
72,187,6,"NABOA TOWN COUNCIL"
72,187,7,"KACHOMO TOWN COUNCIL"
72,187,8,"BUDAKA TOWN COUNCIL"
72,187,9,KACHOMO
72,187,10,KAKULE
72,187,13,NANSANGA
72,238,1,KADIMUKOLI
72,238,2,IKI-IKI
72,238,3,KAKOLI
72,238,4,KAMONKOLI
72,238,5,"KAMONKOLI TOWN COUNCIL"
72,238,6,"IKI-IKI TOWN COUNCIL"
72,238,7,KAMERUKA
72,238,11,KATIRA
72,238,12,MUGITI
73,123,1,BIISO
73,123,2,BULIISA
73,123,3,"BULIISA TOWN COUNCIL"
73,123,4,BUTIABA
73,123,5,KIGWERA
73,123,6,KIHUNGYA
73,123,7,NGWEDO
73,123,8,"BIISO TOWN COUNCIL"
73,123,9,"BUTIABA TOWN COUNCIL"
74,99,1,AGWATTA
74,99,2,BATTA
74,99,3,DOKOLO
74,99,8,ADOK
74,99,9,AMWOMA
74,99,10,OKWALONGWEN
74,99,12,"AGWATA TOWN COUNCIL"
74,99,13,"BATA TOWN COUNCIL"
74,252,1,"KANGAI TOWN COUNCIL"
74,252,4,KANGAI
74,252,5,KWERA
74,252,6,"DOKOLO TOWN COUNCIL"
74,252,7,ADEKNINO
74,252,11,OKWONGODUL
75,37,1,BULANGE
75,37,3,KIWANYI
75,37,4,MAGADA
75,37,5,NAMUTUMBA
75,37,6,NSINZE
75,37,7,"NAMUTUMBA TOWN COUNCIL"
75,37,8,KAGULU
75,37,9,KIZUBA
75,37,10,NAWAIKONA
75,37,11,"BUGOBI TOWN COUNCIL"
75,37,12,MAZUBA
75,37,13,BUGOBI
75,245,1,NABWEYO
75,245,2,IVUKULA
75,245,3,KIBAALE
75,245,4,NANGONDE
75,245,5,"KIBALE TOWN COUNCIL"
76,4,1,ACHABA
76,4,2,ICHEME
76,4,3,NGAI
76,4,4,OTWAL
76,4,5,"OYAM TOWN COUNCIL"
76,4,6,ALEKA
76,4,7,ABOK
76,4,8,"ICHEME TOWN COUNCIL"
76,5,1,ABER
76,5,2,LORO
76,5,3,MINAKULU
76,5,4,KAMDINI
76,5,5,MYENE
76,5,6,"KAMDINI TOWN COUNCIL"
76,5,7,"LORO TOWN COUNCIL"
76,5,8,"MINAKULU TOWN COUNCIL"
77,10,1,KIJOMORO
77,10,2,OBIBA
77,10,3,AWIZIRU
77,10,4,OLUVU
77,10,5,"OVUJO TOWN COUNCIL"
77,10,6,OLUFE
77,10,7,"OKOKORO TOWN COUNCIL"
77,272,1,AJIRA
77,272,2,NYADRI
77,272,3,OLEBA
77,272,4,PARANGA
77,272,5,YIVU
77,272,6,ALIKUA
77,272,7,TARA
77,272,8,"MARACHA TOWN COUNCIL"
77,272,9,"NYADRI SOUTH"
77,272,10,DRAMBU
78,133,1,"KIKHOLO TOWN COUNCIL"
78,133,2,BUDUDA
78,133,3,BUKIBOKOLO
78,133,4,BUKIGAI
78,133,5,BUNABUTITI
78,133,6,BUNATSAMI
78,133,7,BUSHIKA
78,133,8,"BUDUDA TOWN COUNCIL"
78,133,9,BUKIBINO
78,133,10,BUMASHETI
78,133,11,BUSHIRIBO
78,133,14,NABWEYA
78,133,15,NAKATSI
78,133,17,"BUKIGAI TOWN COUNCIL"
78,133,18,"NANGAKO TOWN COUNCIL"
78,270,1,BUBIITA
78,270,2,"KUUSHU TOWN COUNCIL"
78,270,3,BUFUMA
78,270,4,MABONO
78,270,5,BULUCHEKE
78,270,6,BUMAYOKA
78,270,7,BUMWALUKANI
78,270,8,BUSIRIWA
78,270,9,BUKALASI
78,270,10,BUNDESI
78,270,12,BUSHIYI
78,270,13,BUWALI
78,270,16,NALWANZA
79,96,1,BUKEDEA
79,96,3,KIDONGOLE
79,96,4,KOLIR
79,96,5,MALERA
79,96,6,"BUKEDEA TOWN COUNCIL"
79,96,7,AMINIT
79,96,8,KABARWA
79,96,9,KAMUTUR
79,96,10,KANGOLE
79,96,11,KOCHEKA
79,96,12,KOENA
79,257,1,ALIGOI
79,257,2,KACHUMBALA
79,257,3,KOMUGE
79,257,4,KWARIKWAR
79,257,5,"KONGUNGA TOWN COUNCIL"
80,191,1,KALIIRO
80,191,2,KASAGAMA
80,191,3,KINUUKA
80,191,4,LYANTONDE
80,191,5,"LYANTONDE TOWN COUNCIL"
80,191,6,MPUMUDDE
80,191,7,LYAKAJURA
80,191,8,"KALIIRO TOWN COUNCIL"
81,149,1,AMUDAT
81,149,2,KARITA
81,149,3,LOROO
81,149,4,"AMUDAT TOWN COUNCIL"
81,149,5,ABILIYEP
81,149,6,ACHORICHOR
81,149,7,KATABOK
81,149,8,KONGOROK
81,149,9,LOKALES
81,149,10,LOSIDOK
82,172,1,"NJERU DIVISION"
82,172,2,"NYENGA DIVISION"
82,172,3,"WAKISI DIVISION"
82,173,1,"KAWOLO DIVISION"
82,173,2,"CENTRAL DIVISION"
82,173,3,"NAJJEMBE DIVISION"
82,174,1,BUIKWE
82,174,2,NAJJA
82,174,3,NGOGWE
82,174,4,"NKOKONJERU TOWN COUNCIL"
82,174,5,SSI
82,174,6,"BUIKWE TOWN COUNCIL"
82,174,7,"KIYINDI TOWN COUNCIL"
83,69,1,"BUKUNGU TOWN COUNCIL"
83,69,2,BUYENDE
83,69,3,"KIDERA TOWN COUNCIL"
83,69,4,KIDERA
83,69,5,NKONDO
83,69,6,"BUYENDE TOWN COUNCIL"
83,69,7,NDOLWA
83,69,8,BUYANJA
83,217,1,BUGAYA
83,217,2,"IRUNDU TOWN COUNCIL"
83,217,3,KAGULU
83,217,4,GUMPI
83,217,5,IRUNDU
83,217,6,NGANDHO
84,55,1,HAPUUYO
84,55,2,KAKABARA
84,55,3,KASULE
84,55,4,"KAKABARA TOWN COUNCIL"
84,55,7,NKAAKWA
84,55,8,"KYEGEGWA TOWN COUNCIL"
84,55,9,KIGAMBO
84,55,10,MIGONGWE
84,55,11,"HAPUUYO TOWN COUNCIL"
84,55,12,KYATEGA
84,268,1,"MPARA TOWN COUNCIL"
84,268,2,"KAZINGA TOWN COUNCIL"
84,268,3,MIGAMBA
84,268,4,KYEGEGWA
84,268,5,MPARA
84,268,6,RUYONZA
84,268,7,RWENTUHA
84,268,8,NKANJA
85,92,1,AGORO
85,92,2,LOKUNG
85,92,3,MADI-OPEI
85,92,4,"PADIBE EAST"
85,92,5,PALABEK-GEM
85,92,6,PALABEK-KAL
85,92,7,PALOGA
85,92,8,"PADIBE WEST"
85,92,9,OGILI
85,92,10,"LAMWO TOWN COUNCIL"
85,92,11,"PADIBE TOWN COUNCIL"
85,92,12,POTIKA
85,92,13,"PALABEK ABERA"
85,92,14,"PALABEK NYIMUR"
85,92,15,ACEBA
85,92,16,KATUM
85,92,17,"LOKUNG EAST"
86,104,1,ADWARI
86,104,2,OKWANG
86,104,3,OLILIM
86,104,4,ORUM
86,104,5,OGOR
86,104,6,"OTUKE TOWN COUNCIL"
86,104,7,"ADWARI TOWN COUNCIL"
86,104,8,OGWETTE
86,104,9,BARJOBI
86,104,10,ALANGO
87,182,2,JANGOKORO
87,182,4,NYAPEA
87,182,5,"PAIDHA TOWN COUNCIL"
87,182,7,PAIDHA
87,182,8,ABANGA
87,182,10,"ZOMBO TOWN COUNCIL"
87,182,12,ATHUMA
87,275,1,ATYAK
87,275,2,ALANGI
87,275,3,KANGO
87,275,4,AKAA
87,275,6,ZEU
87,275,9,WARR
88,103,1,APALA
88,103,2,"ALEBTONG TOWN COUNCIL"
88,103,3,ALOI
88,103,4,"APALA TOWN COUNCIL"
88,103,6,ABIA
88,103,7,AKURA
88,103,8,"ALOI TOWN COUNCIL"
88,216,1,"AMUGU TOWN COUNCIL"
88,216,2,AMUGU
88,216,3,ADWIR
88,216,4,ABAKO
88,216,5,OMORO
88,216,6,ANGETTA
88,216,8,AWEI
89,130,1,BUMUFUNI
89,130,2,BUKHALU
89,130,3,BUNALWERE
89,130,4,BUWANYANGA
89,130,6,BUNAMBUTYE
89,130,8,MUYEMBE
89,130,11,BWIKHONGE
89,130,13,NABBONGO
89,130,17,"BULAMBULI TOWN COUNCIL"
89,130,20,"BUYAGA TOWN COUNCIL"
89,253,1,BUGINYANYA
89,253,2,BUFUMBO
89,253,3,BULAGO
89,253,4,BULEGENI
89,253,5,BULUGANYA
89,253,6,NABIWUTULU
89,253,7,MASIRA
89,253,8,SOTTI
89,253,9,SISIYI
89,253,10,BUMASOBO
89,253,12,LUSHA
89,253,14,NAMISUNI
89,253,15,SIMU
89,253,16,"BULEGENI TOWN COUNCIL"
89,253,18,BUMUGIBOLE
89,253,19,KAMU
90,175,1,BUGAYA
90,175,2,BUSAMUZI
90,175,3,BWEEMA
90,175,4,NAIRAMBI
90,175,5,"BUVUMA TOWN COUNCIL"
90,175,6,BUWOOYA
90,175,7,"LUBYA  TOWN COUNCIL"
90,175,8,LWAJE
90,175,9,"LYABAANA  TOWN COUNCIL"
91,158,1,TTABA-BBINZI
91,158,2,KYEGONZA
91,158,4,MPENJA
91,158,5,"KANONI TOWN COUNCIL"
91,254,1,KABULASOKE
91,254,2,KIFAMPA
91,254,3,MADDU
91,254,4,KYAYI
91,254,5,"MADDU TOWN COUNCIL"
92,125,1,KIGUMBA
92,125,2,MBOIRA
92,125,3,"MASINDI PORT"
92,125,5,"KIGUMBA TOWN COUNCIL"
92,263,1,"KARUMA TOWN COUNCIL"
92,263,2,KIRYANDONGO
92,263,3,DIIMA
92,263,4,MUTUNDA
92,263,5,KICHWABUGINGO
92,263,6,"BWEYALE TOWN COUNCIL"
92,263,7,"KIRYANDONGO TOWN COUNCIL"
92,263,8,KYANKENDE
92,263,9,NYAMAHASA
93,85,1,"MASODDE-KALAGI TOWN COUNCIL"
93,85,2,GAYAZA
93,85,3,"WATTUBA TOWN COUNCIL"
93,85,4,MULAGI
93,85,5,KIRYANNONGO
93,85,6,NTWETWE
93,85,7,WATTUBA
93,85,8,"NTWETWE TOWN COUNCIL"
93,85,9,KISALA
93,85,10,MUWANGI
93,85,11,NKANDWA
93,248,1,BUTEMBA
93,248,2,BYERIMA
93,248,3,KYANKWANZI
93,248,4,"KYANKWANZI TOWN COUNCIL"
93,248,5,NSAMBYA
93,248,6,BANDA
93,248,7,KIGANDO
93,248,9,"BUTEMBA TOWN COUNCIL"
93,248,10,BANANYWA
94,40,2,BUKOOMA
94,40,3,BULONGO
94,40,4,IKUMBYA
94,40,8,"LUUKA TOWN COUNCIL"
94,271,1,BUKANGA
94,271,5,IRONGO
94,271,6,NAWAMPITI
94,271,7,WAIBUGA
95,33,1,BANDA
95,33,2,BUSWALE
95,33,3,BUYINJA
95,33,4,"BANDA TOWN COUNCIL"
95,33,5,MUTUMBA
95,33,6,BUHEMBA
95,33,7,"NAMAYINGO TOWN COUNCIL"
95,33,8,"MUTUMBA TOWN COUNCIL"
95,235,1,BUKANA
95,235,2,LOLWE
95,235,4,"SIGULU ISLANDS"
96,15,1,KANARA
96,15,2,KARUGUTU
96,15,3,RWEBISENGO
96,15,4,BUTUNGAMA
96,15,5,BWERAMULE
96,15,6,"KIBUUKU TOWN COUNCIL"
96,15,7,NOMBE
96,15,8,"KANARA TOWN COUNCIL"
96,15,9,"KARUGUTU TOWN COUNCIL"
96,15,10,"RWEBISENGO TOWN COUNCIL"
97,203,1,BUGONDO
97,203,2,KADUNGULU
97,203,3,PINGIRE
97,203,4,LABOR
97,203,5,"KASILO TOWN COUNCIL"
97,203,6,"KADUNGULU TOWN COUNCIL"
97,203,7,"KIDETOK TOWN COUNCIL"
97,204,1,ATIIRA
97,204,2,KATETA
97,204,3,KYERE
97,204,4,SERERE/OLIO
97,204,5,"SERERE TOWN COUNCIL"
98,111,1,BIGASA
98,111,2,BUKANGO
98,111,4,KITANDA
98,111,5,"BUKOMANSIMBI TOWN COUNCIL"
98,244,2,BUTENGA
98,244,3,KIBINGE
99,157,1,BUDDE
99,157,2,BULO
99,157,3,KALAMBA
99,157,4,"KIBIBI  TOWN COUNCIL"
99,157,5,NGANDO
99,157,6,"GOMBE TOWN COUNCIL"
100,117,1,BUKULULA
100,117,2,LWABENGE
100,117,3,"LUKAYA TOWN COUNCIL"
100,118,1,KALUNGU
100,118,2,KYAMULIBWA
100,118,3,"KALUNGU TOWN COUNCIL"
100,118,4,"KYAMULIBWA TOWN COUNCIL"
101,21,2,KIGARAMA
101,21,3,KYANGYENYI
101,21,5,MASHERUKA
101,21,7,"MASHERUKA TOWN COUNCIL"
101,21,8,"KAKINDO TOWN COUNCIL"
101,22,2,KITAGATA
101,22,3,"SHUUKU TOWN COUNCIL"
101,22,4,KASAANA
101,22,5,"BUGONGI TOWN COUNCIL"
101,22,6,RUGARAMA
101,22,7,"KITAGATA TOWN COUNCIL"
101,294,1,"KABWOHE DIVISION"
101,294,2,"KAGANGO DIVISION"
101,294,3,"KASHOZI DIVISION"
101,294,4,"SHEEMA CENTRAL DIVISION"
102,189,1,"KASASIRA TOWN COUNCIL"
102,189,2,BUSETA
102,189,4,KIBUKU
102,189,7,TIRINYI
102,189,9,KASASIRA
102,189,10,"KIBUKU TOWN COUNCIL"
102,189,11,"TIRINYI TOWN COUNCIL"
102,189,12,KITUTI
102,189,13,LWATAMA
102,189,14,NANKODO
102,256,1,BULANGIRA
102,256,2,KAKUTU
102,256,3,KADAMA
102,256,4,NANDERE
102,256,5,KAGUMU
102,256,6,KIRIKA
102,256,7,GOLI-GOLI
102,256,8,KABWERI
102,256,9,NABISWA
102,256,10,"KADAMA TOWN COUNCIL"
102,256,11,"BULANGIRA TOWN COUNCIL"
102,256,12,KENKEBU
103,1,1,"AKALO TOWN COUNCIL"
103,1,2,AKALO
103,1,4,AYER
103,1,5,BALA
103,1,6,"KOLE TOWN COUNCIL"
103,1,8,"BALA TOWN COUNCIL"
103,267,1,ABOKE
103,267,2,OKWERODOT
103,267,3,ALITO
103,267,4,"ABOKE TOWN COUNCIL"
103,267,5,"ALITO TOWN COUNCIL"
104,75,1,BENET
104,75,2,BINYINY
104,75,3,KAPRORON
104,75,4,NGENGE
104,75,5,KWANYIY
104,75,6,KWOSIR
104,75,7,"GREEK RIVER"
104,75,8,KAPTUM
104,75,9,KITAWOI
104,75,10,MOYOK
104,75,11,"BINYINY TOWN COUNCIL"
104,75,12,KAPTOYOY
104,75,13,"KAPRORON TOWN COUNCIL"
104,75,14,"CHEPSUKUNYA TOWN COUNCIL"
104,75,15,KAPKWATA
104,75,16,KASEKO
104,75,17,SUNDET
104,75,18,TUIKAT
105,112,1,LWENGO
105,112,2,NDAGWE
105,112,3,"LWENGO TOWN COUNCIL"
105,113,1,KYAZANGA
105,113,2,MALONGO
105,113,3,"KYAZANGA TOWN COUNCIL"
105,113,4,"KATOVU TOWN COUNCIL"
105,115,1,KINGO
105,115,2,KISEKKA
105,115,3,"KINONI TOWN COUNCIL"
106,20,1,NYAKIZINGA
106,20,2,KABIRA
106,20,4,KASHENSHERO
106,20,6,MITOOMA
106,20,7,MUTARA
106,20,8,KATENGA
106,20,9,MAYANGA
106,20,10,RUREHE
106,20,11,"KASHENSHERO TOWN COUNCIL"
106,20,12,"MITOOMA TOWN COUNCIL"
106,277,1,BITEREKO
106,277,3,KANYABWANGA
106,277,4,"RUTOOKYE TOWN COUNCIL"
106,277,5,KIYANGA
107,145,1,IRIIRI
107,145,2,LOKOPO
107,145,3,LOPEI
107,145,4,LOTOME
107,145,5,MATANY
107,145,6,NGOLERIET
107,145,7,LORENGECORA
107,145,8,"NAPAK TOWN COUNCIL"
107,145,9,APEITOLIM
107,145,10,NABWAL
107,145,11,PORON
107,145,12,"KANGOLE TOWN COUNCIL"
107,145,13,"LOKITEDED TOWN COUNCIL"
107,145,14,"MATANY TOWN COUNCIL"
